Generated by http://statistics.gov.scot,2018-02-05T08:36:06+00:00
http://statistics.gov.scot/data/business-site-counts,Business Site Counts
measure type,Count
Industry Sector,All
Number Of Employees,All
Measure (cell values): ,Count(Business Sites)

,,http://reference.data.gov.uk/id/year/2008,http://reference.data.gov.uk/id/year/2009,http://reference.data.gov.uk/id/year/2010,http://reference.data.gov.uk/id/year/2011,http://reference.data.gov.uk/id/year/2012,http://reference.data.gov.uk/id/year/2013,http://reference.data.gov.uk/id/year/2014
http://statistics.gov.scot/id/statistical-geography/S02000545,Glenrothes Woodside,130,140,150,135,130,125,135
http://statistics.gov.scot/id/statistical-geography/S02000588,Glenwood North,115,115,125,120,125,110,110
http://statistics.gov.scot/id/statistical-geography/S02000585,Glenwood South,30,35,35,30,30,30,30
http://statistics.gov.scot/id/statistical-geography/S02000628,Gorbals and Hutchesontown,135,135,130,130,140,150,160
http://statistics.gov.scot/id/statistical-geography/S02000793,Gorebridge and Middleton,60,60,60,60,60,60,60
http://statistics.gov.scot/id/statistical-geography/S02000377,Gorgie East,110,100,105,105,115,120,110
http://statistics.gov.scot/id/statistical-geography/S02000373,Gorgie West,100,110,120,125,130,140,150
http://statistics.gov.scot/id/statistical-geography/S02000785,"Gourock Central, Upper East and IRH",100,95,85,90,85,85,90
http://statistics.gov.scot/id/statistical-geography/S02000787,"Gourock East, Greenock West and Lyle Road",90,105,105,95,105,105,115
http://statistics.gov.scot/id/statistical-geography/S02000786,Gourock Upper and West Central & Upper Larkfield,80,90,90,75,75,85,75
http://statistics.gov.scot/id/statistical-geography/S02000656,Govan and Linthouse,310,290,290,305,315,315,325
http://statistics.gov.scot/id/statistical-geography/S02000615,Govanhill East and Aikenhead,90,85,80,75,80,80,90
http://statistics.gov.scot/id/statistical-geography/S02000616,Govanhill West,145,140,160,150,170,175,185
http://statistics.gov.scot/id/statistical-geography/S02000333,"Gracemount, Southouse and Burdiehouse",50,45,50,60,70,55,60
http://statistics.gov.scot/id/statistical-geography/S02000460,Grahamston,200,200,195,205,205,210,200
http://statistics.gov.scot/id/statistical-geography/S02000361,Grange,230,240,235,215,215,235,235
http://statistics.gov.scot/id/statistical-geography/S02000245,"Grange, Howard and Gargieston",130,120,125,135,135,120,120
http://statistics.gov.scot/id/statistical-geography/S02000468,Grangemouth Town Centre,185,175,165,160,165,180,205
http://statistics.gov.scot/id/statistical-geography/S02000420,Great Junction Street,325,320,315,325,345,345,325
http://statistics.gov.scot/id/statistical-geography/S02000142,Greater Lochgilphead,175,170,175,175,185,180,180
http://statistics.gov.scot/id/statistical-geography/S02000354,Greendykes and Niddrie Mains,130,120,135,120,120,130,135
http://statistics.gov.scot/id/statistical-geography/S02000904,Greenend and Carnbroe,60,60,60,60,60,55,70
http://statistics.gov.scot/id/statistical-geography/S02000929,Greenfaulds,180,175,185,180,185,175,180
http://statistics.gov.scot/id/statistical-geography/S02000640,Greenfield,45,45,50,50,50,55,65
http://statistics.gov.scot/id/statistical-geography/S02001109,Greenhills,25,25,30,35,35,30,35
http://statistics.gov.scot/id/statistical-geography/S02000778,Greenock East,85,85,80,85,95,105,110
http://statistics.gov.scot/id/statistical-geography/S02000781,Greenock Town Centre and East Central,420,420,405,405,415,400,390
http://statistics.gov.scot/id/statistical-geography/S02000780,Greenock Upper Central,80,70,75,65,70,75,75
http://statistics.gov.scot/id/statistical-geography/S02000784,Greenock West and Central,250,245,225,215,215,205,220
http://statistics.gov.scot/id/statistical-geography/S02001206,Greenrigg,60,60,60,65,65,60,60
http://statistics.gov.scot/id/statistical-geography/S02000176,Gretna and Eastriggs,270,260,255,255,270,275,295
http://statistics.gov.scot/id/statistical-geography/S02000972,"Guildtown, Balbeggie and St Madoes",210,200,200,195,205,205,195
http://statistics.gov.scot/id/statistical-geography/S02001120,Hairmyres and Westwood West,65,55,55,55,50,65,65
http://statistics.gov.scot/id/statistical-geography/S02001156,"Halfway, Hallside and Drumsagard",115,110,120,115,130,135,135
http://statistics.gov.scot/id/statistical-geography/S02000446,Hallglen and Glen Village,20,25,20,15,15,15,25
http://statistics.gov.scot/id/statistical-geography/S02001139,Hamilton Centre and Low Parks,560,560,540,540,515,520,545
http://statistics.gov.scot/id/statistical-geography/S02000022,Hanover,430,410,380,385,405,425,470
http://statistics.gov.scot/id/statistical-geography/S02001101,Hareleeshill,60,60,55,50,60,60,55
http://statistics.gov.scot/id/statistical-geography/S02000280,Harestanes,30,35,35,35,30,35,45
http://statistics.gov.scot/id/statistical-geography/S02000433,Harris,115,110,110,105,110,115,115
http://statistics.gov.scot/id/statistical-geography/S02000906,Harthill and Salsburgh,130,140,125,125,125,130,135
http://statistics.gov.scot/id/statistical-geography/S02000897,Hattonrigg,55,45,50,45,50,50,50
http://statistics.gov.scot/id/statistical-geography/S02001023,Hawick Central,250,245,250,245,245,230,230
http://statistics.gov.scot/id/statistical-geography/S02001024,Hawick North,90,75,75,75,70,60,65
http://statistics.gov.scot/id/statistical-geography/S02001022,Hawick West End,80,85,80,70,60,65,70
http://statistics.gov.scot/id/statistical-geography/S02001087,Hazelbank and Kirkfieldbank,205,210,225,230,235,235,245
http://statistics.gov.scot/id/statistical-geography/S02000014,Hazlehead,165,155,170,190,210,215,240
http://statistics.gov.scot/id/statistical-geography/S02000461,Head of Muir and Dennyloanhead,45,45,50,50,50,50,45
http://statistics.gov.scot/id/statistical-geography/S02001072,Heathfield,105,100,95,90,100,100,100
http://statistics.gov.scot/id/statistical-geography/S02000034,Heathryfold and Middlefield,30,30,35,40,45,55,55
http://statistics.gov.scot/id/statistical-geography/S02000816,"Heldon West, Fogwatt to Inchberry",160,165,170,185,195,200,220
http://statistics.gov.scot/id/statistical-geography/S02000139,Helensburgh Centre,295,280,280,265,280,275,275
http://statistics.gov.scot/id/statistical-geography/S02000138,Helensburgh East,50,55,50,45,50,50,50
http://statistics.gov.scot/id/statistical-geography/S02000140,Helensburgh North,95,95,85,95,100,105,100
http://statistics.gov.scot/id/statistical-geography/S02000141,Helensburgh West and Rhu,110,145,120,115,105,100,105
http://statistics.gov.scot/id/statistical-geography/S02000414,Hermitage Park and Prospect Bank,95,95,85,85,90,95,105
http://statistics.gov.scot/id/statistical-geography/S02001140,High Blantyre,75,85,90,90,100,95,100
http://statistics.gov.scot/id/statistical-geography/S02000448,High Bonnybridge and Greenhill,125,125,135,140,135,135,135
http://statistics.gov.scot/id/statistical-geography/S02001154,High Crosshill,100,95,95,95,100,105,105
http://statistics.gov.scot/id/statistical-geography/S02001183,Highland,350,350,345,345,335,345,335
http://statistics.gov.scot/id/statistical-geography/S02000514,Hill of Beath,45,45,40,40,40,40,45
http://statistics.gov.scot/id/statistical-geography/S02000277,Hillhead,45,45,50,55,60,55,60
http://statistics.gov.scot/id/statistical-geography/S02000664,Hillhead,240,275,260,260,280,280,305
http://statistics.gov.scot/id/statistical-geography/S02001134,Hillhouse,30,35,35,35,40,45,50
http://statistics.gov.scot/id/statistical-geography/S02000639,Hillington,45,40,35,30,35,35,40
http://statistics.gov.scot/id/statistical-geography/S02000128,Hillside,140,140,150,160,165,165,185
http://statistics.gov.scot/id/statistical-geography/S02000402,Hillside and Calton Hill,315,280,300,285,310,280,290
http://statistics.gov.scot/id/statistical-geography/S02000211,Hilltown,185,175,170,165,180,185,180
http://statistics.gov.scot/id/statistical-geography/S02000969,"Hillyland, Tulloch and Inveralmond",135,135,145,145,145,165,190
http://statistics.gov.scot/id/statistical-geography/S02000033,Hilton,100,100,100,105,130,140,155
http://statistics.gov.scot/id/statistical-geography/S02001066,Holmston and Forehill,60,60,65,75,75,75,85
http://statistics.gov.scot/id/statistical-geography/S02000893,Holytown,70,80,80,70,70,75,75
http://statistics.gov.scot/id/statistical-geography/S02001226,Houston,240,235,240,225,230,235,255
http://statistics.gov.scot/id/statistical-geography/S02001012,Houston North,90,90,80,80,80,80,80
http://statistics.gov.scot/id/statistical-geography/S02001009,Houston South,50,55,50,50,45,50,55
http://statistics.gov.scot/id/statistical-geography/S02001214,Howden,400,380,390,400,435,425,425
http://statistics.gov.scot/id/statistical-geography/S02000068,Howe of Alford,350,350,360,365,370,385,370
http://statistics.gov.scot/id/statistical-geography/S02000136,Hunter's Quay,100,100,110,100,100,100,100
http://statistics.gov.scot/id/statistical-geography/S02000083,Huntly,225,225,220,205,210,210,215
http://statistics.gov.scot/id/statistical-geography/S02000359,Hutchison and Moat,105,120,110,115,125,135,150
http://statistics.gov.scot/id/statistical-geography/S02000338,Hyvots and Gilmerton Dykes,50,50,45,50,45,45,45
http://statistics.gov.scot/id/statistical-geography/S02000295,IZ Eight,115,115,110,100,105,110,110
http://statistics.gov.scot/id/statistical-geography/S02001191,IZ Eight,35,35,35,35,35,40,50
http://statistics.gov.scot/id/statistical-geography/S02000305,IZ Eighteen,145,145,145,140,140,155,150
http://statistics.gov.scot/id/statistical-geography/S02001201,IZ Eighteen,125,130,125,130,145,140,135
http://statistics.gov.scot/id/statistical-geography/S02000298,IZ Eleven,215,210,210,215,215,215,220
http://statistics.gov.scot/id/statistical-geography/S02001194,IZ Eleven,65,80,65,70,80,80,75
http://statistics.gov.scot/id/statistical-geography/S02000302,IZ Fifteen,280,280,295,300,305,320,335
http://statistics.gov.scot/id/statistical-geography/S02001198,IZ Fifteen,135,130,145,130,135,135,135
http://statistics.gov.scot/id/statistical-geography/S02000292,IZ Five,125,130,125,125,140,135,140
http://statistics.gov.scot/id/statistical-geography/S02001188,IZ Five,60,55,50,50,50,55,65
http://statistics.gov.scot/id/statistical-geography/S02000291,IZ Four,80,75,80,80,95,90,105
http://statistics.gov.scot/id/statistical-geography/S02001187,IZ Four,45,50,50,50,60,60,60
http://statistics.gov.scot/id/statistical-geography/S02000301,IZ Fourteen,60,85,60,65,65,60,60
http://statistics.gov.scot/id/statistical-geography/S02001197,IZ Fourteen,65,55,65,70,70,75,70
http://statistics.gov.scot/id/statistical-geography/S02000296,IZ Nine,200,195,195,190,180,170,170
http://statistics.gov.scot/id/statistical-geography/S02001192,IZ Nine,325,325,335,325,325,320,330
http://statistics.gov.scot/id/statistical-geography/S02000306,IZ Nineteen,90,80,80,80,70,70,75
http://statistics.gov.scot/id/statistical-geography/S02000288,IZ One,280,295,315,305,310,320,335
http://statistics.gov.scot/id/statistical-geography/S02001184,IZ One,65,65,60,75,70,70,80
http://statistics.gov.scot/id/statistical-geography/S02000294,IZ Seven,80,80,75,85,85,90,85
http://statistics.gov.scot/id/statistical-geography/S02001190,IZ Seven,75,70,75,85,80,80,85
http://statistics.gov.scot/id/statistical-geography/S02000304,IZ Seventeen,200,205,205,200,205,220,230
http://statistics.gov.scot/id/statistical-geography/S02001200,IZ Seventeen,135,130,145,135,150,140,145
http://statistics.gov.scot/id/statistical-geography/S02000293,IZ Six,110,100,95,100,100,105,110
http://statistics.gov.scot/id/statistical-geography/S02001189,IZ Six,90,90,85,85,85,90,95
http://statistics.gov.scot/id/statistical-geography/S02000303,IZ Sixteen,155,140,160,150,160,160,155
http://statistics.gov.scot/id/statistical-geography/S02001199,IZ Sixteen,90,90,90,90,90,100,100
http://statistics.gov.scot/id/statistical-geography/S02000297,IZ Ten,65,80,75,75,85,80,80
http://statistics.gov.scot/id/statistical-geography/S02001193,IZ Ten,60,65,65,70,75,70,75
http://statistics.gov.scot/id/statistical-geography/S02000300,IZ Thirteen,55,50,45,55,50,45,60
http://statistics.gov.scot/id/statistical-geography/S02001196,IZ Thirteen,35,40,40,30,35,40,40
http://statistics.gov.scot/id/statistical-geography/S02000290,IZ Three,85,80,100,100,115,115,110
http://statistics.gov.scot/id/statistical-geography/S02001186,IZ Three,35,35,40,40,45,45,50
http://statistics.gov.scot/id/statistical-geography/S02000299,IZ Twelve,85,100,90,90,95,105,105
http://statistics.gov.scot/id/statistical-geography/S02001195,IZ Twelve,60,65,60,55,65,55,75
http://statistics.gov.scot/id/statistical-geography/S02000307,IZ Twenty,190,180,195,200,215,240,235
http://statistics.gov.scot/id/statistical-geography/S02000308,IZ Twenty One,95,110,110,120,115,125,130
http://statistics.gov.scot/id/statistical-geography/S02000309,IZ Twenty Two,180,180,190,180,190,200,210
http://statistics.gov.scot/id/statistical-geography/S02000289,IZ Two,65,70,70,70,80,80,85
http://statistics.gov.scot/id/statistical-geography/S02001185,IZ Two,490,485,475,475,455,455,475
http://statistics.gov.scot/id/statistical-geography/S02000649,Ibrox,135,140,135,130,135,135,140
http://statistics.gov.scot/id/statistical-geography/S02000644,Ibrox East and Cessnock,160,180,200,205,220,215,230
http://statistics.gov.scot/id/statistical-geography/S02001039,Innerleithen and Walkerburn area,200,200,200,195,205,205,215
http://statistics.gov.scot/id/statistical-geography/S02000079,"Insch, Oyne and Ythanwells",270,280,290,315,325,330,340
http://statistics.gov.scot/id/statistical-geography/S02000756,Invergordon,155,160,165,170,185,185,190
http://statistics.gov.scot/id/statistical-geography/S02000973,"Invergowrie, Longforgan and Abernyte",115,125,120,120,125,125,130
http://statistics.gov.scot/id/statistical-geography/S02000483,Inverkeithing East,60,55,55,55,50,50,50
http://statistics.gov.scot/id/statistical-geography/S02000773,Inverkip and Wemyss Bay,120,120,120,130,130,130,125
http://statistics.gov.scot/id/statistical-geography/S02000415,Inverleith,125,145,140,140,145,140,145
http://statistics.gov.scot/id/statistical-geography/S02000735,Inverness Ballifeary and Dalneigh,90,90,90,85,85,80,85
http://statistics.gov.scot/id/statistical-geography/S02000742,"Inverness Central, Raigmore and Longman",1025,1050,1050,1030,1015,1015,1030
http://statistics.gov.scot/id/statistical-geography/S02000736,Inverness Crown and Haugh,245,240,225,230,225,225,225
http://statistics.gov.scot/id/statistical-geography/S02000743,Inverness Culloden and Balloch,75,80,70,65,65,60,60
http://statistics.gov.scot/id/statistical-geography/S02000734,Inverness Drakies,35,30,35,35,35,30,30
http://statistics.gov.scot/id/statistical-geography/S02000732,Inverness Drummond,70,70,70,70,75,80,80
http://statistics.gov.scot/id/statistical-geography/S02000727,Inverness East Rural,265,280,260,255,260,250,270
http://statistics.gov.scot/id/statistical-geography/S02000733,Inverness Hilton,30,30,30,30,30,30,30
http://statistics.gov.scot/id/statistical-geography/S02000729,Inverness Inshes and Slackbuie,155,170,200,215,220,245,260
http://statistics.gov.scot/id/statistical-geography/S02000731,Inverness Kinmylies and South West,60,55,50,50,55,55,55
http://statistics.gov.scot/id/statistical-geography/S02000730,Inverness Lochardil and Holm Mains,70,70,70,65,60,70,70
http://statistics.gov.scot/id/statistical-geography/S02000744,Inverness Merkinch,75,75,75,70,65,70,95
http://statistics.gov.scot/id/statistical-geography/S02000739,Inverness Muirtown,250,240,250,235,240,235,240
http://statistics.gov.scot/id/statistical-geography/S02000741,Inverness Scorguie,60,60,65,70,65,70,65
http://statistics.gov.scot/id/statistical-geography/S02000740,Inverness Smithton,40,45,50,50,55,55,50
http://statistics.gov.scot/id/statistical-geography/S02000728,Inverness West Rural,310,310,310,325,335,325,330
http://statistics.gov.scot/id/statistical-geography/S02000737,Inverness Westhill,205,210,235,210,250,245,260
http://statistics.gov.scot/id/statistical-geography/S02000072,Inverurie North,130,140,145,135,150,150,155
http://statistics.gov.scot/id/statistical-geography/S02000071,Inverurie South,290,290,305,295,305,310,325
http://statistics.gov.scot/id/statistical-geography/S02000837,Irvine Bourtreehill,25,30,30,25,25,25,25
http://statistics.gov.scot/id/statistical-geography/S02000836,Irvine Broomlands,10,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S02000845,Irvine Castlepark North,30,20,30,25,25,25,30
http://statistics.gov.scot/id/statistical-geography/S02000841,Irvine Castlepark South,10,15,15,15,15,15,20
http://statistics.gov.scot/id/statistical-geography/S02000838,Irvine Central,270,270,260,250,260,260,270
http://statistics.gov.scot/id/statistical-geography/S02000839,Irvine East,15,20,20,20,20,30,30
http://statistics.gov.scot/id/statistical-geography/S02000835,Irvine Fullarton,140,135,135,130,140,130,135
http://statistics.gov.scot/id/statistical-geography/S02000840,Irvine Girdle Toll and Staneca,55,60,55,50,55,50,55
http://statistics.gov.scot/id/statistical-geography/S02000843,Irvine Perceton and Lawthorn,45,60,55,50,50,45,45
http://statistics.gov.scot/id/statistical-geography/S02000833,Irvine Tarryholme,115,120,125,115,120,110,130
http://statistics.gov.scot/id/statistical-geography/S02000947,Isles,475,460,450,440,445,450,445
http://statistics.gov.scot/id/statistical-geography/S02001027,Jedburgh,175,180,175,170,170,175,165
http://statistics.gov.scot/id/statistical-geography/S02000368,"Jewel, Brunstane and Newcraighall",130,140,145,140,150,145,150
http://statistics.gov.scot/id/statistical-geography/S02000998,Johnstone North East,175,175,170,170,170,175,155
http://statistics.gov.scot/id/statistical-geography/S02000994,Johnstone North West,100,100,100,105,110,100,100
http://statistics.gov.scot/id/statistical-geography/S02000992,Johnstone South East,35,40,50,50,45,35,40
http://statistics.gov.scot/id/statistical-geography/S02000988,Johnstone South West,50,50,45,45,50,55,60
http://statistics.gov.scot/id/statistical-geography/S02000386,Joppa,115,115,125,115,130,130,125
http://statistics.gov.scot/id/statistical-geography/S02000811,Keith and Fife Keith,185,190,200,200,205,205,195
http://statistics.gov.scot/id/statistical-geography/S02001034,Kelso North,45,55,45,45,50,45,50
http://statistics.gov.scot/id/statistical-geography/S02001032,Kelso South,270,260,255,260,255,250,245
http://statistics.gov.scot/id/statistical-geography/S02000531,Kelty East,90,85,90,85,90,100,95
http://statistics.gov.scot/id/statistical-geography/S02000532,Kelty West,20,20,20,20,20,20,25
http://statistics.gov.scot/id/statistical-geography/S02000690,Kelvindale,140,140,150,145,145,145,140
http://statistics.gov.scot/id/statistical-geography/S02000672,Kelvingrove and University,300,330,315,315,315,320,310
http://statistics.gov.scot/id/statistical-geography/S02000689,Kelvinside and Jordanhill,205,205,210,200,220,215,235
http://statistics.gov.scot/id/statistical-geography/S02000067,Kemnay,95,115,105,95,95,100,105
http://statistics.gov.scot/id/statistical-geography/S02000557,Kennoway,65,65,60,50,55,55,60
http://statistics.gov.scot/id/statistical-geography/S02000685,Keppochhill,115,130,120,120,115,115,120
http://statistics.gov.scot/id/statistical-geography/S02000464,Kersiebank,80,105,85,85,85,85,90
http://statistics.gov.scot/id/statistical-geography/S02000266,Kessington East,55,60,60,60,70,80,85
http://statistics.gov.scot/id/statistical-geography/S02000269,Kessington West,105,110,115,120,125,130,135
http://statistics.gov.scot/id/statistical-geography/S02000568,Kettle and Ladybank,165,170,170,170,180,175,170
http://statistics.gov.scot/id/statistical-geography/S02000279,Keystone and Dougalston,210,215,210,200,205,210,210
http://statistics.gov.scot/id/statistical-geography/S02000996,Kilbarchan,70,75,75,70,80,75,70
http://statistics.gov.scot/id/statistical-geography/S02000865,Kilbirnie North,70,75,70,75,70,70,70
http://statistics.gov.scot/id/statistical-geography/S02000863,Kilbirnie South and Longbar,65,65,60,55,55,50,55
http://statistics.gov.scot/id/statistical-geography/S02000935,Kildrum,35,30,30,30,35,30,30
http://statistics.gov.scot/id/statistical-geography/S02000771,Kilmacolm Central,120,115,115,125,140,140,155
http://statistics.gov.scot/id/statistical-geography/S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",155,125,140,140,155,150,165
http://statistics.gov.scot/id/statistical-geography/S02000273,Kilmardinny East,75,80,80,85,85,80,90
http://statistics.gov.scot/id/statistical-geography/S02000272,Kilmardinny West,155,150,165,165,165,155,165
http://statistics.gov.scot/id/statistical-geography/S02000243,Kilmarnock South Central and Caprington,195,190,185,190,200,210,215
http://statistics.gov.scot/id/statistical-geography/S02000256,Kilmaurs Rural,110,105,115,105,110,110,115
http://statistics.gov.scot/id/statistical-geography/S02000940,Kilsyth Bogside,65,65,65,65,65,65,65
http://statistics.gov.scot/id/statistical-geography/S02000942,Kilsyth East and Croy,170,170,170,165,180,170,170
http://statistics.gov.scot/id/statistical-geography/S02000857,Kilwinning Central and North,135,130,135,125,110,110,120
http://statistics.gov.scot/id/statistical-geography/S02000853,Kilwinning Pennyburn,15,15,15,10,15,15,15
http://statistics.gov.scot/id/statistical-geography/S02000851,Kilwinning West and Blacklan,50,50,45,45,35,35,35
http://statistics.gov.scot/id/statistical-geography/S02000856,Kilwinning Whitehirst Park and Woodside,55,50,55,55,65,70,65
http://statistics.gov.scot/id/statistical-geography/S02000506,Kincardine,90,100,95,90,95,95,100
http://statistics.gov.scot/id/statistical-geography/S02000006,"Kincorth, Leggart and Nigg North",60,65,65,65,75,80,80
http://statistics.gov.scot/id/statistical-geography/S02000002,"Kincorth, Leggart and Nigg South",120,115,140,150,165,175,200
http://statistics.gov.scot/id/statistical-geography/S02000507,Kinghorn,105,105,110,110,110,115,120
http://statistics.gov.scot/id/statistical-geography/S02000600,Kingspark North,35,35,40,35,40,35,45
http://statistics.gov.scot/id/statistical-geography/S02000595,Kingspark South,55,50,45,45,50,50,50
http://statistics.gov.scot/id/statistical-geography/S02000631,Kingston West and Dumbreck,270,280,290,265,270,270,290
http://statistics.gov.scot/id/statistical-geography/S02000035,Kingswells,215,215,205,220,240,255,265
http://statistics.gov.scot/id/statistical-geography/S02000466,Kinneil,120,120,115,125,125,120,130
http://statistics.gov.scot/id/statistical-geography/S02000642,Kinning Park and Festival Park,120,130,125,110,125,130,140
http://statistics.gov.scot/id/statistical-geography/S02000950,Kinross,180,170,175,175,180,170,175
http://statistics.gov.scot/id/statistical-geography/S02000066,Kintore and Blackburn,410,420,445,475,505,535,555
http://statistics.gov.scot/id/statistical-geography/S02000131,Kintyre Trail,440,425,435,435,430,430,450
http://statistics.gov.scot/id/statistical-geography/S02000518,Kirkcaldy Bennochy East,60,60,65,55,65,75,75
http://statistics.gov.scot/id/statistical-geography/S02000520,Kirkcaldy Bennochy West,35,40,35,25,30,35,40
http://statistics.gov.scot/id/statistical-geography/S02000516,Kirkcaldy Central,485,475,475,460,450,415,425
http://statistics.gov.scot/id/statistical-geography/S02000535,Kirkcaldy Chapel,90,85,100,95,105,105,110
http://statistics.gov.scot/id/statistical-geography/S02000533,Kirkcaldy Dunnikier,35,35,30,30,30,30,35
http://statistics.gov.scot/id/statistical-geography/S02000530,Kirkcaldy Gallatown and Sinclairtown,220,215,230,225,230,235,230
http://statistics.gov.scot/id/statistical-geography/S02000524,Kirkcaldy Hayfield and Smeaton,75,65,75,75,80,75,75
http://statistics.gov.scot/id/statistical-geography/S02000512,Kirkcaldy Linktown and Seafield,60,55,60,55,60,55,60
http://statistics.gov.scot/id/statistical-geography/S02000523,Kirkcaldy Newliston and Redcraigs,30,30,30,30,30,30,30
http://statistics.gov.scot/id/statistical-geography/S02000522,Kirkcaldy Pathhead,110,120,110,110,120,110,115
http://statistics.gov.scot/id/statistical-geography/S02000517,Kirkcaldy Raith,45,50,50,55,55,50,55
http://statistics.gov.scot/id/statistical-geography/S02000526,Kirkcaldy Templehall East,20,25,25,25,25,30,30
http://statistics.gov.scot/id/statistical-geography/S02000527,Kirkcaldy Templehall West,25,30,35,35,35,30,40
http://statistics.gov.scot/id/statistical-geography/S02000166,Kirkcudbright,285,285,285,270,280,270,260
http://statistics.gov.scot/id/statistical-geography/S02001231,Kirkhill,110,115,120,110,115,105,110
http://statistics.gov.scot/id/statistical-geography/S02000275,Kirkintilloch South,75,75,80,75,65,65,80
http://statistics.gov.scot/id/statistical-geography/S02000281,Kirkintilloch West,420,425,410,390,400,400,410
http://statistics.gov.scot/id/statistical-geography/S02000391,Kirkliston,210,215,225,230,235,225,240
http://statistics.gov.scot/id/statistical-geography/S02000165,Kirkmaiden,225,220,215,215,220,215,215
http://statistics.gov.scot/id/statistical-geography/S02001088,Kirkmuirhill and Blackwood,75,75,65,65,65,60,60
http://statistics.gov.scot/id/statistical-geography/S02000905,Kirkshaws,85,80,80,80,95,90,85
http://statistics.gov.scot/id/statistical-geography/S02000228,Kirkton,20,20,15,15,15,15,20
http://statistics.gov.scot/id/statistical-geography/S02001210,Kirkton,175,165,165,185,175,175,190
http://statistics.gov.scot/id/statistical-geography/S02000907,Kirkwood and Bargeddie,60,60,55,55,60,55,65
http://statistics.gov.scot/id/statistical-geography/S02000123,Kirriemuir,200,200,175,175,180,180,170
http://statistics.gov.scot/id/statistical-geography/S02000117,Kirriemuir Landward,160,165,165,160,165,150,155
http://statistics.gov.scot/id/statistical-geography/S02001223,Knightsridge,45,45,50,45,60,55,50
http://statistics.gov.scot/id/statistical-geography/S02000699,Knightswood East,35,30,35,35,35,40,40
http://statistics.gov.scot/id/statistical-geography/S02000698,Knightswood Park East,25,25,25,25,25,25,35
http://statistics.gov.scot/id/statistical-geography/S02000706,Knightswood Park West,20,25,20,25,30,30,30
http://statistics.gov.scot/id/statistical-geography/S02000703,Knightswood West,20,20,20,20,20,20,20
http://statistics.gov.scot/id/statistical-geography/S02000879,Ladywell,120,120,115,115,125,125,120
http://statistics.gov.scot/id/statistical-geography/S02001216,Ladywell,75,85,80,80,100,100,105
http://statistics.gov.scot/id/statistical-geography/S02001129,Laighstonehall,55,55,55,45,45,50,60
http://statistics.gov.scot/id/statistical-geography/S02001091,Lanark North East,70,75,65,65,70,65,65
http://statistics.gov.scot/id/statistical-geography/S02001090,Lanark North West,100,110,95,95,105,100,100
http://statistics.gov.scot/id/statistical-geography/S02001086,Lanark South,210,200,200,200,195,200,200
http://statistics.gov.scot/id/statistical-geography/S02000195,Langholm and Canonbie,205,220,195,175,175,175,185
http://statistics.gov.scot/id/statistical-geography/S02001036,Langlee,25,25,20,20,20,20,25
http://statistics.gov.scot/id/statistical-geography/S02000604,Langside,75,80,70,75,75,75,90
http://statistics.gov.scot/id/statistical-geography/S02000471,Larbert Village and South Broomage,100,95,115,110,110,120,125
http://statistics.gov.scot/id/statistical-geography/S02000563,Largo,120,115,120,115,115,110,110
http://statistics.gov.scot/id/statistical-geography/S02000866,Largs Central and Cumbrae,235,225,220,220,240,230,230
http://statistics.gov.scot/id/statistical-geography/S02000869,Largs North,85,90,80,80,80,75,70
http://statistics.gov.scot/id/statistical-geography/S02000868,Largs South,80,85,80,75,80,75,75
http://statistics.gov.scot/id/statistical-geography/S02001102,"Larkhall Central, Raploch, Millheugh and Burnhead",195,190,195,190,190,195,195
http://statistics.gov.scot/id/statistical-geography/S02000634,Laurieston and Tradeston,465,445,425,420,440,420,425
http://statistics.gov.scot/id/statistical-geography/S02000450,Laurieston and Westquarter,65,65,60,65,65,65,60
http://statistics.gov.scot/id/statistical-geography/S02000209,Law,45,40,35,40,40,30,35
http://statistics.gov.scot/id/statistical-geography/S02001107,Law,75,70,80,75,85,75,85
http://statistics.gov.scot/id/statistical-geography/S02000426,Leith Docks,695,695,705,710,740,725,785
http://statistics.gov.scot/id/statistical-geography/S02000287,Lennoxtown,115,110,110,115,115,115,120
http://statistics.gov.scot/id/statistical-geography/S02000270,Lenzie North,130,115,110,115,110,120,125
http://statistics.gov.scot/id/statistical-geography/S02000267,Lenzie South,80,75,80,85,85,80,80
http://statistics.gov.scot/id/statistical-geography/S02001052,Lerwick North,460,450,435,445,445,450,440
http://statistics.gov.scot/id/statistical-geography/S02001051,Lerwick South,90,80,85,80,90,85,100
http://statistics.gov.scot/id/statistical-geography/S02000551,Leslie and Newcastle,95,95,95,80,70,75,80
http://statistics.gov.scot/id/statistical-geography/S02001084,Lesmahagow,95,100,110,105,105,95,90
http://statistics.gov.scot/id/statistical-geography/S02000965,Letham,40,40,40,40,45,40,40
http://statistics.gov.scot/id/statistical-geography/S02000116,Letham and Glamis,315,305,300,310,305,300,320
http://statistics.gov.scot/id/statistical-geography/S02000580,Leuchars and Guardbridge,60,55,55,60,55,55,65
http://statistics.gov.scot/id/statistical-geography/S02000566,Leven East and Bonnybank,230,230,235,235,240,220,230
http://statistics.gov.scot/id/statistical-geography/S02000555,Leven North,35,40,35,40,35,35,40
http://statistics.gov.scot/id/statistical-geography/S02000552,Leven West,70,80,80,80,90,85,90
